revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,
306040732,GDallimore,69646,138,216182881,10737,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=306040732&oldid=306012928,/* In Germany */ two more, this could be an article in itself...,,,,,,,,,,
306538671,98.155.72.157,69645,-1,216397918,215037,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=306538671&oldid=306040732,/* Related to PCB's */,,,,,,,,,,,
306792263,BD2412,69691,46,216516999,119081,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=306792263&oldid=306538671,Fixing [[Wikipedia:Disambiguation pages with links|links to disambiguation pages]], improving links, other minor cleanup tasks, Replaced: [[Image: → [[File:, [[F using [[Project:AutoWikiBrowser|AWB]],,,,,,,
307098545,Fuhghettaboutit,69691,0,216654621,137622,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307098545&oldid=306792263,moved [[Monsanto Company]] to [[Monsanto]]: Requested move; [[WP:PRIMARYTOPIC|primary topic]] and [[WP:COMMONAME|common name]],,,,,,,,,,,
307100349,Cybercobra,69677,-14,216655548,927,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307100349&oldid=307098545,improve hatnote,,,,,,,,,,,
307254110,94.212.37.227,69684,7,216722245,66697,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307254110&oldid=307100349,,,,,,,,,,,,
307256211,94.212.37.227,69818,134,216723073,828,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307256211&oldid=307254110,,,,,,,,,,,,
307257993,Cybercobra,69819,1,216723806,733,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307257993&oldid=307256211,/* rBGH (recombinant Bovine Growth Hormone) */ serial ,,,,,,,,,,,
307258137,Cybercobra,69818,-1,216723865,59,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307258137&oldid=307257993,/* Pollution in Anniston, Alabama */ punct,,,,,,,,,,
307287874,Cybercobra,69815,-3,216737164,13299,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307287874&oldid=307258137,/* In USA */ improper hatnote,,,,,,,,,,,
307411868,Komap,69814,-1,216795128,57964,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307411868&oldid=307287874,/* rBGH (recombinant Bovine Growth Hormone) */  orthography,,,,,,,,,,,
307908803,86.153.99.72,69835,21,217021001,225873,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=307908803&oldid=307411868,/* Le Monde selon Monsanto */,,,,,,,,,,,
308418349,124.254.109.158,69849,14,217260585,239584,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=308418349&oldid=307908803,/* See also */,,,,,,,,,,,
308418556,Jamesofur,69835,-14,217260676,91,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=308418556&oldid=308418349,Reverted edits by [[Special:Contributions/124.254.109.158|124.254.109.158]] to last revision by 86.153.99.72 ([[WP:HG|HG]]),,,,,,,,,,,
308621410,Jeff G.,69992,157,217349471,88795,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=308621410&oldid=308418556,general / misc. fixes using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,,,
308830712,WhisperToMe,70266,274,217439979,90508,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=308830712&oldid=308621410,Creve,,,,,,,,,,,
308831056,WhisperToMe,70192,-74,217440191,212,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=308831056&oldid=308830712,/* External links */,,,,,,,,,,,
309111831,Farialima,70465,273,217572007,131816,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309111831&oldid=308831056,Added one reference. Modified text to ensure exactitude based on reference,,,,,,,,,,,
309111970,Farialima,70465,0,217572055,48,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309111970&oldid=309111831,/* As plaintiff */,,,,,,,,,,,
309112348,Farialima,70466,1,217572200,145,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309112348&oldid=309111970,/* As plaintiff */,,,,,,,,,,,
309138011,GDallimore,70340,-126,217581853,9653,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309138011&oldid=309112348,/* As plaintiff */ this fact looks like a misreading of a source - Monsanto says they get about 500 phone calls, not 500 suspected infringement suits.,,,,,,,,,,
309138357,GDallimore,70418,78,217581983,130,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309138357&oldid=309138011,/* As plaintiff */ needs clarification. Prison sentence may have been for destroying evidence or other things he did mentioned in the source, but it wasn't for the patent infringement,,,,,,,,,,
309167022,Farialima,70626,208,217594734,12751,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309167022&oldid=309138357,/* As plaintiff */ added reference for prison term for farmer,,,,,,,,,,,
309848471,MovieImage,70829,203,217925466,330732,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309848471&oldid=309167022,/* Public officials formerly employed by Monsanto */ re-appointment of Michael Taylor,,,,,,,,,,,
309910370,99.183.171.4,70485,-344,217950473,25007,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309910370&oldid=309848471,/* Corporate governance */ Donald Rumsfelds stock picks aren't relevant,,,,,,,,,,,
309925521,196.12.53.9,70849,364,217959202,8729,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=309925521&oldid=309910370,/* In India */,,,,,,,,,,,
312334830,Kiplingw,71274,425,219087951,1128749,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312334830&oldid=309925521,Added family slave trading notes and citation.,,,,,,,,,,,
312383339,Ohnoitsjamie,70849,-425,219109411,21460,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312383339&oldid=312334830,limited relevancy to article about company,,,,,,,,,,,
312639548,199.197.126.242,71050,201,219216093,106682,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312639548&oldid=312383339,/* History */,,,,,,,,,,,
312647882,Cybercobra,70849,-201,219219021,2928,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312647882&oldid=312639548,[[WP:RBK|Reverted]] edits by [[Special:Contributions/199.197.126.242|199.197.126.242]] ([[User talk:199.197.126.242|talk]]) to last version by Ohnoitsjamie,,,,,,,,,,,
312828667,199.197.126.242,71014,165,219300842,81821,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312828667&oldid=312647882,/* In the United States */,,,,,,,,,,,
312832684,Ohnoitsjamie,70849,-165,219302311,1469,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=312832684&oldid=312828667,[[WP:RBK|Reverted]] edits by [[Special:Contributions/199.197.126.242|199.197.126.242]] ([[User talk:199.197.126.242|talk]]) to last version by Cybercobra,,,,,,,,,,,
313040375,Tim1357,70843,-6,219383762,81451,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=313040375&oldid=312832684,Fixed error [[Wikipedia:CheckWiki#Template_value_ends_with_break_(AutoEd)|59]] using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,,,
313049175,98.110.175.193,71003,160,219386754,2992,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=313049175&oldid=313040375,/* History */,,,,,,,,,,,
313575531,173.50.225.186,71002,-1,219630451,243697,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=313575531&oldid=313049175,/* Soybean in Argentina */,,,,,,,,,,,
314024131,Tsavage,71173,171,219760681,130230,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=314024131&oldid=313575531,/* As defendant */ added citation,,,,,,,,,,,
314024494,Tsavage,71162,-11,219760808,127,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=314024494&oldid=314024131,/* As defendant */ fixed citation formating,,,,,,,,,,,
314025683,Tsavage,71465,303,219761277,469,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=314025683&oldid=314024494,/* References */ added 2 sources for general history,,,,,,,,,,,
314025842,Tsavage,71464,-1,219761339,62,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=314025842&oldid=314025683,/* References & Notes */ fixed formating,,,,,,,,,,,
314103482,Rich Farmbrough,71472,8,219800277,38938,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=314103482&oldid=314025842,/* Environmental and health record */manually implement [[WP:pipe trick]], Replaced: [[Science (journal)]] → [[Science (journal)|Science]], using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,
315398944,76.200.102.228,71523,51,220356427,556150,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=315398944&oldid=314103482,,,,,,,,,,,,
315399085,NewEnglandYankee,71472,-51,220356475,48,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=315399085&oldid=315398944,[[WP:RBK|Reverted]] edits by [[Special:Contributions/76.200.102.228|76.200.102.228]] ([[User talk:76.200.102.228|talk]]) to last version by Rich Farmbrough,,,,,,,,,,,
315869863,74.76.75.167,71322,-150,220556781,200306,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=315869863&oldid=315399085,/* Soybean in Argentina */,,,,,,,,,,,
316488419,Open2universe,71324,2,220837434,280653,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316488419&oldid=315869863,/* History */  link repair ([[Wikipedia:WikiProject Red Link Recovery|You can help!]]),,,,,,,,,,,
316668904,193.166.138.80,71311,-13,220919313,81879,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316668904&oldid=316488419,crops no, GE crops yes,,,,,,,,,,
316670811,193.166.138.80,71315,4,220920093,780,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316670811&oldid=316668904,/* Spin-offs and mergers */,,,,,,,,,,,
316671329,193.166.138.80,71319,4,220920287,194,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316671329&oldid=316670811,/* Spin-offs and mergers */ what is the opposite of linkitis?,,,,,,,,,,,
316672223,193.166.138.80,71338,19,220920642,355,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316672223&oldid=316671329,/* Sponsorships */ I can find no reference to backup this very interesting claim,,,,,,,,,,,
316879775,SmackBot,71350,12,221008743,88101,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=316879775&oldid=316672223,Date maintenance tags and general  fixes,,,,,,,,,,,
317198512,Fight the bias,71506,156,221138414,129671,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=317198512&oldid=316879775,/* Political contributions */,,,,,,,,,,,
317322867,Dags777,71576,70,221199440,61026,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=317322867&oldid=317198512,,,,,,,,,,,,
317323044,Dags777,71613,37,221199508,68,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=317323044&oldid=317322867,,,,,,,,,,,,
317326115,Ohnoitsjamie,71506,-107,221200653,1145,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=317326115&oldid=317323044,[[WP:RBK|Reverted]] edits by [[Special:Contributions/Dags777|Dags777]] ([[User talk:Dags777|talk]]) to last version by Fight the bias,,,,,,,,,,,
318270992,Dags12,71460,-46,221624072,423419,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=318270992&oldid=317326115,/* History */,,,,,,,,,,,
318342489,131.247.116.91,71506,46,221648386,24314,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=318342489&oldid=318270992,[[WP:UNDO|Undid]] revision 318270992 by [[Special:Contributions/Dags12|Dags12]] ([[User talk:Dags12|talk]]),,,,,,,,,,,
319043615,Balaji.ralla,71644,138,221953542,305156,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319043615&oldid=318342489,,,,,,,,,,,,
319043750,Balaji.ralla,71644,0,221953634,92,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319043750&oldid=319043615,,,,,,,,,,,,
319058949,Ohnoitsjamie,71506,-138,221962320,8686,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319058949&oldid=319043750,[[WP:RBK|Reverted]] edits by [[Special:Contributions/Balaji.ralla|Balaji.ralla]] ([[User talk:Balaji.ralla|talk]]) to last version by 131.247.116.91,,,,,,,,,,,
319108428,JoeyJoJoShabbaduJr,72198,692,221984942,22622,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319108428&oldid=319058949,/* Spin-offs and mergers */ exited swine business Nov 2007,,,,,,,,,,,
319111427,JoeyJoJoShabbaduJr,72381,183,221986208,1266,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319111427&oldid=319108428,/* Spin-offs and mergers */ clarified price paid, added reference,,,,,,,,,,
319115129,JoeyJoJoShabbaduJr,72760,379,221987667,1459,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319115129&oldid=319111427,/* Spin-offs and mergers */ added D&PL acquisition,,,,,,,,,,,
319115240,JoeyJoJoShabbaduJr,72759,-1,221987709,42,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319115240&oldid=319115129,/* Spin-offs and mergers */ fixed typo,,,,,,,,,,,
319116718,JoeyJoJoShabbaduJr,72978,219,221988272,563,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319116718&oldid=319115240,/* Spin-offs and mergers */ detailed price on Seminis purchase,,,,,,,,,,,
319120551,JoeyJoJoShabbaduJr,73155,177,221989778,1506,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319120551&oldid=319116718,/* Environmental and health record */ updated link to source document,,,,,,,,,,,
319157988,JoeyJoJoShabbaduJr,73611,456,222007347,17569,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319157988&oldid=319120551,/* Spin-offs and mergers */ added Posilac divestiture,,,,,,,,,,,
319163758,JoeyJoJoShabbaduJr,73130,-481,222010196,2849,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319163758&oldid=319157988,"/* Environmental and health record */ deleted ""Roundup causes cancer"" - see Talk page",,,,,,,,,,,
319350809,JoeyJoJoShabbaduJr,72284,-846,222092514,82318,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319350809&oldid=319163758,"merged ""Related to PCBs"" lawsuit section into ""Pollution in Anniston"," AL""", added citation,,,,,,,,,
319351579,JoeyJoJoShabbaduJr,72279,-5,222092870,356,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319351579&oldid=319350809,"/* Legal issues */ moved Legal Issues not related to wheat to ""As Defendant"" section",,,,,,,,,,,
319355319,JoeyJoJoShabbaduJr,72468,189,222094591,1721,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319355319&oldid=319351579,/* As defendant */ updated Carcassone trial information and added new citation,,,,,,,,,,,
319357987,JoeyJoJoShabbaduJr,71407,-1061,222095871,1280,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319357987&oldid=319355319,"/* Legal issues */ deleted uncited and irrelevant ""Proprietary wheat"" subsection in Legal issues",,,,,,,,,,,
319465351,161.38.223.223,71444,37,222150482,54611,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319465351&oldid=319357987,/* Sponsorships */,,,,,,,,,,,
319475615,Ohnoitsjamie,71407,-37,222153624,3142,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319475615&oldid=319465351,[[WP:RBK|Reverted]] edits by [[Special:Contributions/161.38.223.223|161.38.223.223]] ([[User talk:161.38.223.223|talk]]) to last version by JoeyJoJoShabbaduJr,,,,,,,,,,,
319895350,Nutriveg,70917,-490,222335296,181672,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=319895350&oldid=319475615,/* Environmental and health record */  unreliable source, undue,,,,,,,,,,
320287228,DrilBot,70912,-5,222505797,170501,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320287228&oldid=319895350,[[WP:CHECKWIKI|Check Wikipedia]] cleanup ([[User:DrilBot/Summaries#Self|selflinks]]) + [[WP:GENFIXES|gen. fixes]],,,,,,,,,,,
320374396,70.189.106.33,71043,131,222549310,43513,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320374396&oldid=320287228,/* External links */,,,,,,,,,,,
320374499,70.189.106.33,71001,-42,222549387,77,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320374499&oldid=320374396,/* External links */,,,,,,,,,,,
320374617,70.189.106.33,71009,8,222549469,82,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320374617&oldid=320374499,/* External links */,,,,,,,,,,,
320409825,Ohnoitsjamie,70912,-97,222569881,20412,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320409825&oldid=320374617,[[WP:RBK|Reverted]] edits by [[Special:Contributions/70.189.106.33|70.189.106.33]] ([[User talk:70.189.106.33|talk]]) to last version by DrilBot,,,,,,,,,,,
320439860,70.189.106.33,71009,97,222581327,11446,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=320439860&oldid=320409825,[[WP:UNDO|Undid]] revision 320409825 by [[Special:Contributions/Ohnoitsjamie|Ohnoitsjamie]] ([[User talk:Ohnoitsjamie|talk]]),,,,,,,,,,,
321161640,60.242.193.80,71023,14,222894414,313087,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321161640&oldid=320439860,/* In the United Kingdom */,,,,,,,,,,,
321457197,68.231.250.92,71063,40,223024386,129972,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321457197&oldid=321161640,/* Alabama */,,,,,,,,,,,
321460085,68.231.250.92,71109,46,223025303,917,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321460085&oldid=321457197,/* History */,,,,,,,,,,,
321460979,Cmichael,71023,-86,223025630,327,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321460979&oldid=321460085,Reverted addition of dubious unsourced content ([[WP:HG|HG]]),,,,,,,,,,,
321758462,24.61.14.247,71014,-9,223171924,146294,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321758462&oldid=321460979,,,,,,,,,,,,
321878321,Yourmanstan,71006,-8,223220687,48763,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=321878321&oldid=321758462,/* Farmer suicides */ grammar fix,,,,,,,,,,,
322106872,145.8.104.65,71088,82,223330694,110007,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=322106872&oldid=321878321,/* References & Notes */,,,,,,,,,,,
322106936,145.8.104.65,71006,-82,223330724,30,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=322106936&oldid=322106872,/* References & Notes */,,,,,,,,,,,
322452191,202.61.173.117,71094,88,223470581,139857,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=322452191&oldid=322106936,,,,,,,,,,,,
322478576,128.255.109.168,71006,-88,223482542,11961,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=322478576&oldid=322452191,[[WP:UNDO|Undid]] revision 322452191 by [[Special:Contributions/202.61.173.117|202.61.173.117]] ([[User talk:202.61.173.117|talk]]),,,,,,,,,,,
323185099,24.60.157.218,71005,-1,223809425,326883,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=323185099&oldid=322478576,/* In India */,,,,,,,,,,,
323756959,64.60.32.210,71004,-1,224057841,248416,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=323756959&oldid=323185099,/* In USA */,,,,,,,,,,,
324305951,216.165.95.70,70614,-390,224306488,248647,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324305951&oldid=323756959,Deleted reference to Texas City Disaster, which is only tangentially related to Monsanto (they lost a factory) and unrelated to the paragraph.,,,,,,,,,,
324310895,StradivariusTV,70605,-9,224308155,1667,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324310895&oldid=324305951,/* Environmental and health record */ Inappropriate use of [[Template:cquote]],,,,,,,,,,,
324328019,64.208.122.50,70589,-16,224314204,6049,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324328019&oldid=324310895,/* In USA */  Changed Fox News to a local Fox affiliate who is not associated with Fox News.,,,,,,,,,,,
324383243,DGGenuine,70680,91,224334866,20662,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324383243&oldid=324328019,Added URL to news story reference,,,,,,,,,,,
324458001,KHirsch,71262,582,224379203,44337,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324458001&oldid=324383243,/* As plaintiff */ Added finding from Schmeiser trial,,,,,,,,,,,
324601505,75.157.229.125,71268,6,224440286,61083,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324601505&oldid=324458001,,,,,,,,,,,,
324601555,Reubzz,71262,-6,224440314,28,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324601555&oldid=324601505,[[WP:UNDO|Undid]] revision 324601505 by [[Special:Contributions/75.157.229.125|75.157.229.125]] ([[User talk:75.157.229.125|talk]]),,,,,,,,,,,
324601654,75.157.229.125,71273,11,224440369,55,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324601654&oldid=324601555,,,,,,,,,,,,
324604986,66.68.144.48,71262,-11,224442573,2204,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324604986&oldid=324601654,[[WP:UNDO|Undid]] revision 324601654 by [[Special:Contributions/75.157.229.125|75.157.229.125]] ([[User talk:75.157.229.125|talk]]) I happen to agree, but this is a value judgment, not fact,,,,,,,,,
324622609,Gerrard Winstanley,71422,160,224453700,11127,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324622609&oldid=324604986,/* Lobbying */ http://www.dailykos.com/story/2009/7/8/751167/-Obama-White-House-Appoints-Former-Monsanto-Lobbyist-to-FDA,,,,,,,,,,,
324876419,Chendy,71422,0,224567995,114295,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=324876419&oldid=324622609,/* References & Notes */,,,,,,,,,,,
325051633,NathanCWalker,72504,1082,224642510,74515,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325051633&oldid=324876419,,,,,,,,,,,,
325052848,NathanCWalker,72572,68,224643023,513,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325052848&oldid=325051633,,,,,,,,,,,,
325053502,NathanCWalker,72570,-2,224643306,283,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325053502&oldid=325052848,/* Religious Response */,,,,,,,,,,,
325055783,NathanCWalker,72902,332,224644354,1048,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325055783&oldid=325053502,,,,,,,,,,,,
325055907,NathanCWalker,72572,-330,224644413,59,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325055907&oldid=325055783,/* Religious Response */,,,,,,,,,,,
325055958,NathanCWalker,72570,-2,224644437,24,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325055958&oldid=325055907,/* Religious Response */,,,,,,,,,,,
325088834,JoeyJoJoShabbaduJr,70781,-1789,224656276,11839,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325088834&oldid=325055958,/* Environmental and health record */ deleted specious MON863 liver and kidney toxicity section - see Talk page,,,,,,,,,,,
325100039,Nutriveg,69633,-1148,224659838,3562,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325100039&oldid=325088834,/* Religious Response */  undue,,,,,,,,,,,
325545449,76.208.70.144,69709,76,224853896,194058,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325545449&oldid=325100039,/* Terminator seed controversy */  sterility cannot spread through sexaul reproduction...,,,,,,,,,,,
325613575,Nutriveg,69633,-76,224895511,41615,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325613575&oldid=325545449,[[WP:OR]] - [[WP:UNDO|Undid]] revision 325545449 by [[Special:Contributions/76.208.70.144|76.208.70.144]] ([[User talk:76.208.70.144|talk]]),,,,,,,,,,,
325691082,Cocoaguy,69617,-16,224926599,31088,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325691082&oldid=325613575,removal of superfleous wording,,,,,,,,,,,
325768795,John,69517,-100,224967369,40770,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325768795&oldid=325691082,[[wp:overlink]], dates,,,,,,,,,,
325769319,John,69410,-107,224967809,440,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=325769319&oldid=325768795,ce,,,,,,,,,,,
326345231,76.210.74.249,69418,8,225244699,276890,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=326345231&oldid=325769319,Factual problem with final clause of this sentence, see discussion page,,,,,,,,,,
326541177,Rich Farmbrough,69448,30,225333895,89196,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=326541177&oldid=326345231,/* Environmental and health record */Date maintenance tags and general  fixes using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,,,
327043518,174.17.160.241,69465,17,225549265,215370,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327043518&oldid=326541177,harmless pun..,,,,,,,,,,,
327139584,Cocoaguy,69493,28,225603449,54184,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327139584&oldid=327043518,linking,,,,,,,,,,,
327139675,Cocoaguy,69493,0,225603484,35,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327139675&oldid=327139584,link fix,,,,,,,,,,,
327173980,24.182.178.250,69494,1,225616935,13451,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327173980&oldid=327139675,/* History */,,,,,,,,,,,
327381432,24.180.217.74,68894,-600,225714619,97684,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327381432&oldid=327173980,/* Sponsorships */,,,,,,,,,,,
327385060,95.34.194.76,68882,-12,225716128,1509,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327385060&oldid=327381432,/* Spin-offs and mergers */,,,,,,,,,,,
327521069,Jeandré du Toit,69494,612,225782511,66383,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327521069&oldid=327385060,Reverted to revision 327173980 by [[Special:Contributions/24.182.178.250|24.182.178.250]]; correctly rvv. ([[WP:TW|TW]]),,,,,,,,,,,
327534826,Allenmaudlin,69241,-253,225787456,4945,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327534826&oldid=327521069,/* As plaintiff */ Pardon the pun? Cleaned it up to keep it professional,,,,,,,,,,,
327982801,Scientus,69242,1,225985174,197718,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327982801&oldid=327534826,,,,,,,,,,,,
327983146,Scientus,69227,-15,225985348,174,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327983146&oldid=327982801,/* rBGH (recombinant Bovine Growth Hormone) */,,,,,,,,,,,
327983585,Scientus,69234,7,225985593,245,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=327983585&oldid=327983146,/* In India */,,,,,,,,,,,
328161075,122.216.181.180,69234,0,226078374,92781,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328161075&oldid=327983585,Capitalization,,,,,,,,,,,
328213175,158.143.136.219,69104,-130,226110751,32377,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328213175&oldid=328161075,Terminator seeds - added beneficial effect of not spreading - removed uncited speculation (as sterility genes cannot spread).,,,,,,,,,,,
328334338,75.216.157.226,69118,14,226168152,57401,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328334338&oldid=328213175,,,,,,,,,,,,
328346697,71.65.127.175,69104,-14,226176147,7995,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328346697&oldid=328334338,,,,,,,,,,,,
328397822,174.17.160.241,69357,253,226202530,26383,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328397822&oldid=328346697,[[WP:UNDO|Undid]] revision 327534826 by [[Special:Contributions/Allenmaudlin|Allenmaudlin]] ([[User talk:Allenmaudlin|talk]]),,,,,,,,,,,
328397901,174.17.160.241,69340,-17,226202565,35,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=328397901&oldid=328397822,[[WP:UNDO|Undid]] revision 327043518 by [[Special:Contributions/174.17.160.241|174.17.160.241]] ([[User talk:174.17.160.241|talk]]),,,,,,,,,,,
329586565,99.157.251.76,69364,24,226669548,466983,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=329586565&oldid=328397901,/* In India */,,,,,,,,,,,
329683778,JamesAM,69375,11,226721457,51909,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=329683778&oldid=329586565,/* rBGH (recombinant Bovine Growth Hormone) */ Repairing links to disambiguation pages - [[Wikipedia:Disambiguation pages with links|You can help!]],,,,,,,,,,,
